65.8073	40.5007	0
50.7463	48.1591	0
58.7476	44.7514	0
14.0214	67.6921	0
58.8543	44.7206	0
46.0396	51.6331	0
59.1006	44.469	0
13.075	68.2981	0
27.9341	60.5896	0
10.5587	70.188	0
38.2625	55.3924	0
9.6082	70.0853	0
57.2256	45.8453	0
42.3146	53.6309	0
23.2327	63.332	0
27.5871	61.1288	0
60.0421	44.6179	0
9.3759	69.9877	0
4.9826	72.9355	0
8.2399	70.794	0
20.7723	64.241	0
4.108	73.0023	0
59.7648	43.9041	0
17.6307	65.8638	0
27.8883	60.6615	0
6.2004	71.8313	0
61.942	43.5754	0
39.2169	55.0277	0
15.6979	67.0501	0
6.9574	71.6619	0
47.4837	50.4776	0
38.2874	55.721	0
42.7125	53.3535	0
15.2312	67.2658	0
27.5222	60.8669	0
11.5281	69.243	0
40.6431	53.9441	0
51.491	49.1064	0
4.8051	72.992	0
42.0882	53.3535	0
2.1093	74.204	0
32.7887	58.1989	0
16.3372	66.9628	0
59.8366	44.4536	0
38.6414	55.2896	0
12.9004	68.4213	0
1.2187	74.5789	0
29.47	59.8603	0
2.6529	73.7418	0
4.9527	72.6993	0
53.4517	47.7147	0
7.7911	71.4205	0
6.5854	71.7338	0
4.5668	72.7866	0
58.6398	44.9415	0
47.6413	50.719	0
38.3911	55.0534	0
40.9433	53.7901	0
50.4368	49.4864	0
58.7127	44.7104	0
20.4751	64.4464	0
28.7759	59.9682	0
33.3616	58.2221	0
42.0912	53.6154	0
26.3235	61.3342	0
48.9837	49.6713	0
47.5795	50.2927	0
27.4135	61.2058	0
34.5235	57.4979	0
46.3667	51.5561	0
0.8108	74.7535	0
34.0697	57.5236	0
14.3116	67.7537	0
2.7935	73.6545	0
56.9115	45.8864	0
15.5633	67.0809	0
46.9591	51.3866	0
46.5483	51.3096	0
0	75.1746	0
35.5088	56.6711	0
2.6579	74.127	0
43.3059	53.0197	0
10.2954	69.9517	0
58.9939	44.6847	0
55.1382	46.6619	0
16.5197	66.7882	0
44.9515	52.198	0
20.2507	64.6467	0
35.7482	56.4914	0
25.5765	61.8529	0
38.1976	55.757	0
56.0219	46.1021	0
16.5776	66.7779	0
57.3603	45.3626	0
38.6953	55.454	0
21.8574	63.6966	0
50.1027	48.9934	0
23.863	63.0444	0
25.8717	61.7245	0
26.3773	61.2726	0
58.8732	44.623	0
39.9589	54.925	0
42.4173	53.1892	0
62.2751	43.4059	0
11.8822	69.0068	0
17.7085	66.249	0
46.1364	51.2325	0
25.004	62.4127	0
58.0654	45.2445	0
64.0324	41.9628	0
37.9862	55.2588	0
20.9748	64.4053	0
62.7837	43.1851	0
14.5121	67.7126	0
59.1535	44.6949	0
49.2769	49.4608	0
41.1936	53.8517	0
41.6693	53.8517	0
28.0498	60.6666	0
37.9363	55.7724	0
28.4727	60.8515	0
51.1918	48.5466	0
38.5557	55.5772	0
37.1534	55.7518	0
25.3162	62.1148	0
33.8483	57.7342	0
43.3349	53.0454	0
14.8472	67.5123	0
25.9544	61.8324	0
58.3925	45.3523	0
3.2293	73.3618	0
34.1106	57.2925	0
47.8727	50.3544	0
42.3555	53.5435	0
26.3643	61.8016	0
44.9655	52.1775	0
50.9106	48.8496	0
35.1418	56.9125	0
57.9178	45.3934	0
53.4258	47.5503	0
30.7745	59.2954	0
25.4388	62.1559	0
24.8146	62.3219	0
0.9445	75.0924	0
59.3509	44.6385	0
28.3251	60.2763	0
47.4079	50.683	0
52.241	48.0742	0
48.4571	50.2979	0
32.6704	58.4018	0
31.3619	59.3673	0
47.6383	50.9039	0
21.5622	64.1742	0
26.5399	61.3496	0
35.7841	56.5889	0
39.3176	55.115	0
48.889	50.1387	0
32.792	58.2422	0
23.1938	63.1111	0
2.7177	73.5929	0
16.403	66.5314	0
16.1816	66.4749	0
42.2218	53.4562	0
59.327	44.5306	0
39.6308	55.1664	0
44.0719	52.9273	0
18.7468	65.4838	0
16.9675	66.1719	0
42.3415	53.1122	0
32.9597	57.9345	0
37.1195	56.0857	0
49.2131	49.8973	0
30.2749	59.3673	0
6.9454	71.7132	0
8.5162	71.1124	0
26.8869	61.2675	0
56.4746	46.3537	0
41.2365	53.6154	0
58.4274	44.9825	0
43.671	52.6654	0
27.5202	60.9645	0
55.6299	46.7184	0
20.889	64.0201	0
5.1542	72.5349	0
25.2124	62.1919	0
43.3029	52.691	0
21.7956	63.5939	0
6.5963	71.5797	0
64.0474	42.0963	0
38.9376	55.2126	0
1.507	74.2964	0
24.7467	62.2535	0
0.8996	74.5532	0
41.776	53.8774	0
8.7107	70.9378	0
6.0029	71.9649	0
18.7837	65.6841	0
57.6874	45.0647	0
55.3377	46.5848	0
52.0864	48.562	0
26.0472	62.1097	0
39.1012	55.264	0
30.3417	59.8706	0
30.6698	59.8449	0
25.4777	62.007	0
46.4665	51.2839	0
17.7434	66.1873	0
45.4332	51.4277	0
31.716	58.8332	0
31.0338	59.4392	0
54.6595	46.9341	0
54.3483	47.2371	0
37.6192	55.8083	0
21.6161	63.8147	0
6.1894	71.8878	0
44.5646	52.044	0
3.3061	73.0485	0
26.9049	61.3804	0
39.8422	54.8172	0
43.8016	52.6089	0
41.8987	53.6	0
18.2032	65.5916	0
25.6233	61.7143	0
58.6827	45.2188	0
48.3694	50.2825	0
53.6861	47.5298	0
58.3157	45.2136	0
55.5611	46.8211	0
7.9367	71.2253	0
31.5854	58.977	0
55.8982	46.2048	0
32.9088	58.3248	0
31.1824	59.3776	0
19.8109	65.2938	0
